Region,MainSourceofIncome,AgriculturalHouseholdindicator,ImputedHouseRentalValue,HouseholdHeadSex,HouseholdHeadAge,HouseholdHeadMaritalStatus,HouseholdHeadHighestGradeCompleted,HouseholdHeadJoborBusinessIndicator,HouseholdHeadOccupation,HouseholdHeadClassofWorker,TypeofHousehold,TotalNumberofFamilymembers,Memberswithagelessthan5yearold,Memberswithage517yearsold,Totalnumberoffamilymembersemployed,Electricity,MainSourceofWaterSupply,TotalMovableAssests,Dependants,HouseSpacePerPerson,MovableMerchPerPerson,TotalNecessaryExpenditure,TotalUnnecessaryExpenditure,CurrentTaxPaid,PredNecessaryExp,PredUnnecessaryExp,AdjustedTax
3,2,0,72000,1,55,3,20,1,230,3,0,2,0,0,2,1,4,20,0,120.0,10.0,50160,157966,89517.0,80717.08326978458,170874.11680958373,189503.11005810864
10,0,0,42000,1,59,2,10,1,124,0,0,5,2,0,0,1,3,9,5,18.0,1.8,100192,43455,4507.2,93796.54198645605,59383.98528294775,2853.5753322969067
6,2,0,27000,1,49,2,21,1,281,4,0,5,0,1,2,1,10,10,3,24.0,2.0,103212,51202,4316.400000000001,98090.69309533162,95505.55449796827,4202.643109416971
4,2,0,11400,1,54,2,18,1,68,1,0,7,1,1,4,1,8,9,3,13.714285714285714,1.2857142857142858,146988,81264,64977.0,109531.18221495762,102899.85661372551,61043.10980656048
1,1,0,42000,1,48,2,21,0,359,2,0,5,0,3,0,1,6,9,5,18.0,1.8,87326,58298,33267.5,90926.6893787654,62221.738537709614,22765.171600833233
12,2,0,18000,1,68,5,44,0,359,2,1,4,0,0,2,1,3,15,2,8.75,3.75,59710,196723,128298.75,102965.88026432805,140080.64228882638,174544.91972211032
6,2,0,60000,1,29,2,5,1,320,4,0,5,1,0,3,1,3,11,2,20.0,2.2,73476,85068,52995.0,95100.67735409885,129175.69579950298,71983.35689456172
14,0,0,27000,1,49,2,21,1,131,1,1,3,0,1,0,1,3,7,3,16.666666666666668,2.3333333333333335,47416,31474,23600.4,79492.16757880426,51619.523419537676,15325.301065702579
3,1,0,22800,1,51,2,21,1,287,0,0,4,0,1,2,1,9,12,2,25.0,3.0,78152,62025,837.2,95218.14525810622,102763.70526482888,903.5438971690158
6,1,0,45000,1,40,2,10,1,203,4,1,5,1,2,2,1,3,4,3,6.0,0.8,92478,65018,18770.0,83067.10547092727,56164.65159225976,12691.070724207186
3,0,0,60000,1,62,2,21,1,287,0,0,5,1,0,0,1,7,16,5,24.0,3.2,90985,180525,122928.75,113585.03787854858,112037.74043186853,121254.16904681188
6,2,0,18000,1,49,2,21,1,128,1,0,8,1,3,2,1,3,5,6,10.0,0.625,99644,65008,10103.2,107266.68332304282,61613.155206173695,5803.2001213679005
9,2,2,13200,1,42,2,18,1,30,4,0,10,2,5,3,1,3,6,7,2.0,0.6,84302,58589,3097.2000000000003,119394.64046360817,81274.12744277892,2108.320997813135
4,1,0,16800,1,64,2,21,1,325,4,1,3,0,1,1,1,4,4,2,10.0,1.3333333333333333,83651,127216,50472.75,71622.18377765732,40963.213709293836,28867.118198520067
6,2,1,12000,1,46,2,18,1,29,4,1,4,0,1,2,1,8,7,2,10.0,1.75,51497,113102,7883.0,78009.12710552878,81470.13403269708,8232.742634217146
3,2,0,24000,1,61,2,4,1,138,3,0,4,1,0,1,1,0,12,3,15.0,3.0,73957,74562,60463.25,86464.47966843816,106260.09736122149,74306.013942522
9,2,0,0,1,60,2,4,0,359,2,1,5,0,0,4,1,3,15,1,14.0,3.0,91967,406852,227413.59999999998,112522.23494104504,153529.27633733256,310291.07674195064
14,1,0,39000,0,37,1,41,1,327,1,0,9,2,1,2,1,3,13,7,8.88888888888889,1.4444444444444444,144650,103107,64205.75,137193.44808805914,118162.00972834004,55299.14556302844
3,1,0,210000,0,64,5,21,0,359,2,0,9,0,3,2,1,3,27,7,13.333333333333334,3.0,168863,166454,317885.5,179390.0670894726,244202.78367103197,432735.910344132
3,1,0,36000,0,67,5,6,0,359,2,0,6,0,3,0,1,4,7,6,16.666666666666668,1.1666666666666667,91699,25711,13620.0,95842.61591623558,52711.467717516636,7490.7199000080755
9,2,2,30000,0,62,5,15,1,144,5,1,4,0,0,3,1,3,3,1,12.0,0.75,105063,89379,13080.0,70919.91300893684,81346.84449250561,15003.074324525654
15,2,0,42000,0,62,1,4,0,359,2,0,6,1,1,2,1,3,26,4,10.0,4.333333333333333,141847,187752,162994.0,144004.3638787646,209869.04607256944,237544.1575114428
9,1,2,36000,0,50,2,21,1,131,1,0,5,1,2,3,1,3,9,2,14.8,1.8,71482,50309,66072.75,91659.38472104275,106665.10266920383,76889.63529305327
12,1,0,30000,0,71,5,33,0,359,2,1,1,0,0,0,1,3,10,1,65.0,10.0,73973,42952,12412.400000000001,43915.44960193989,63147.097147971144,17848.093000164885
13,2,0,54000,1,61,2,7,1,55,3,0,8,0,1,6,1,3,35,2,26.25,4.375,233608,278540,429616.0,197315.76451142132,326272.9720414517,710394.7801821312
11,2,1,15000,1,55,2,11,1,124,0,1,6,0,0,1,1,8,7,5,18.0,1.1666666666666667,105024,57594,79128.5,100608.71093142187,79403.86088823013,62450.93837428339
9,1,2,105000,0,82,5,21,1,131,1,1,2,0,0,0,1,3,11,2,25.0,5.5,58748,51658,25267.800000000003,69334.0208222615,103983.03500006557,37895.141528140746
9,2,2,72000,0,80,5,21,0,359,2,0,7,0,4,2,1,3,7,5,14.571428571428571,1.0,76893,269407,51473.0,107623.34498403159,90390.13937525399,43230.87750852547
9,2,2,18000,1,49,2,16,1,180,4,0,8,1,3,3,1,3,3,5,3.75,0.375,112189,54925,11258.6,100569.11420192958,65461.033713661025,7328.28960478687
3,1,0,18000,1,78,2,40,0,359,2,0,4,0,2,1,1,0,12,3,25.0,3.0,57485,343814,105210.0,94598.61125582346,87385.16252831074,97187.39871075652
6,1,0,102000,1,65,2,8,0,359,2,1,2,0,0,1,1,3,12,1,96.0,6.0,39520,63516,64949.5,72856.6547520669,100225.30285195897,89347.82045285488
4,2,0,9000,1,64,5,21,1,287,0,0,6,0,0,4,1,4,14,2,11.666666666666666,2.3333333333333335,95841,28084,62328.75,119544.87760724289,154113.0762873195,80352.04515581255
9,0,2,30000,1,44,2,6,1,179,1,0,11,0,5,1,1,3,6,10,3.6363636363636362,0.5454545454545454,192770,67808,22147.0,138580.33395316676,58292.33033930312,9315.897885343817
2,1,0,78000,0,37,2,21,1,129,1,0,7,1,4,0,1,3,12,7,10.714285714285714,1.7142857142857142,145276,49364,17914.0,112817.87435322239,96945.79811424715,15393.722292455326
6,2,0,78000,1,59,2,10,0,359,2,0,5,1,0,5,1,3,16,0,38.4,3.2,142046,207931,113185.0,111073.6601930681,170304.2486813639,173541.4710696924
10,1,0,24000,1,62,2,35,0,359,2,1,6,0,1,0,1,8,7,6,9.333333333333334,1.1666666666666667,109129,50940,21717.600000000002,101770.65880032026,45514.343679801386,9712.645294356138
6,2,0,36000,1,58,2,6,1,30,4,1,7,0,1,5,1,5,6,2,4.285714285714286,0.8571428571428571,114471,128230,39938.5,108039.7050691442,97324.84387095257,35977.59059460962
12,1,0,66000,0,80,5,6,0,359,2,0,5,0,2,1,1,3,15,4,16.0,3.0,157741,87402,112101.5,114186.16086633141,122295.1595295482,120062.45522213701
6,1,0,60000,1,81,2,16,0,359,2,1,5,0,0,0,1,3,9,5,30.0,1.8,145462,62956,56182.0,99471.53010587806,66242.03291406645,37413.81970516367
6,2,0,0,0,60,5,11,0,359,2,0,8,0,4,1,1,3,4,7,16.25,0.5,123542,73103,7461.400000000001,103649.51859779193,45062.264082967406,3243.8894244494422
9,2,2,36000,1,48,2,21,1,37,5,1,3,0,0,2,1,3,6,1,16.666666666666668,2.0,58971,99092,49357.5,66321.37921084488,88945.32662528029,66194.62699879134
5,1,0,51000,1,44,2,21,1,204,4,1,6,1,2,1,1,3,11,5,8.333333333333334,1.8333333333333333,113350,68561,11500.0,107531.15374757844,96541.35456498088,10324.687672406584
9,2,2,60000,1,60,2,35,1,353,3,1,5,0,0,2,1,3,5,3,12.0,1.0,100077,89936,40583.25,89184.27669361208,86464.6282850234,39345.6756722176
8,1,0,27000,1,60,5,21,1,287,1,1,1,0,0,0,1,9,7,1,65.0,7.0,27487,61281,12975.400000000001,48142.34284244105,51913.99165769253,13991.940723777801
4,2,0,18000,0,59,3,22,1,133,3,1,1,0,0,1,1,3,7,0,96.0,7.0,35728,48922,34148.75,40929.4520011778,66576.48837311787,55546.8921808698
15,2,0,30000,1,56,2,7,1,51,3,0,4,0,1,1,1,4,19,3,30.0,4.75,93326,76295,68228.0,110297.53099600681,154276.709588768,95432.70141018427
3,2,0,45000,1,37,2,21,1,148,4,1,4,0,2,1,1,7,10,3,10.0,2.5,67346,53841,2193.6,85117.93760124294,95526.08399342887,2461.8314746964174
9,0,2,39000,1,62,2,7,1,128,1,1,3,0,0,0,1,3,9,3,24.333333333333332,3.0,57562,47130,14401.2,78737.3551942368,75391.87106688379,13789.305100863705
6,2,0,54000,1,54,2,35,0,359,2,1,4,0,0,3,1,3,15,1,18.0,3.75,84117,170286,99815.75,99744.13800476675,148025.23800637078,148131.51375199913
7,0,0,51000,1,77,2,16,0,359,2,0,5,0,1,0,1,3,15,5,17.8,3.0,126708,65645,-1144627.84,106364.02856143292,65479.12598047478,-704648.2871117479
15,0,1,9000,1,40,2,11,1,158,0,0,8,0,4,1,1,3,9,7,2.5,1.125,125751,42184,21606.600000000002,125767.91379965552,75733.57014150785,13010.83008521674
6,2,0,42000,1,54,2,8,1,131,1,0,6,0,1,3,1,3,17,3,8.166666666666666,2.8333333333333335,153633,176133,51657.0,124234.86753009415,163456.83432189218,67965.53864816268
12,2,0,60000,1,29,2,22,1,277,4,1,4,2,0,1,1,3,6,3,27.0,1.5,51893,70313,5057.6,74713.6965120084,76703.93544137727,5192.325396802688
8,0,0,18000,1,51,2,35,1,128,1,1,5,1,0,1,1,2,17,4,16.0,3.4,116763,198463,115104.5,116010.0864426478,131119.79824816374,130096.26387027193
10,1,0,60000,1,68,2,21,0,359,2,0,2,0,0,0,1,7,12,2,66.0,6.0,51632,28846,15812.0,70508.06905141038,76235.7146047001,17096.47045433313
9,2,0,0,0,63,5,21,0,359,2,0,5,0,0,1,1,3,2,4,8.0,0.4,68097,125826,16382.2,73949.57103045259,35756.66000538306,7921.246159750731
1,2,0,42000,1,45,3,21,1,28,3,1,5,0,0,3,1,6,14,2,30.0,2.8,115241,41883,62951.0,104021.437725321,145881.77571988147,88283.76019558539
9,1,2,120000,1,66,2,21,1,128,1,0,9,1,1,4,1,3,12,5,10.88888888888889,1.3333333333333333,84176,197469,269229.4,140562.3224458262,148206.46569459993,283870.7922633826
5,2,0,27000,1,44,2,21,1,37,4,1,5,0,1,3,1,4,11,2,20.0,2.2,76949,71726,5812.200000000001,98555.17815173906,119189.97579571535,7029.118005887678
9,2,2,24000,1,26,2,36,1,230,4,1,4,1,1,2,1,3,6,2,10.0,1.5,66698,90119,19154.0,72140.65028318654,92733.77389468416,24621.661964596344
9,2,2,18000,1,53,5,6,1,38,4,0,4,1,0,2,1,3,3,2,25.0,0.75,107845,114260,11643.400000000001,64443.5887866434,68418.98872790964,12361.658752307925
9,0,0,36000,1,59,2,21,1,129,1,1,8,0,2,1,1,5,8,7,1.875,1.0,137640,159188,53958.5,125989.90457433878,63167.95994231842,27053.34509191945
4,1,0,25200,0,89,5,17,0,359,2,0,4,0,0,0,1,3,4,4,20.0,1.0,43931,33970,21478.0,74073.40057161296,28294.611456428476,8204.182070372819
9,2,2,33000,1,60,2,16,1,312,4,1,4,0,0,3,1,3,5,1,6.0,1.25,88785,66484,15904.0,79775.24942753415,89902.14303036768,17922.89830511612
5,1,0,48000,0,49,2,40,0,359,2,0,3,0,0,2,1,4,11,1,30.0,3.6666666666666665,43608,48619,24438.0,75812.95272247448,96551.93849429558,31123.128544551717
9,2,2,66000,1,55,2,10,1,129,1,0,6,0,2,3,1,3,16,3,8.333333333333334,2.6666666666666665,132541,142961,90950.5,121483.55178807974,170349.67549658736,127534.86322394977
9,2,2,42000,1,31,2,21,1,67,4,1,4,1,1,1,1,7,5,3,5.0,1.25,67328,86600,4231.2,67905.49394141216,72422.49605142293,4512.654978361064
1,2,0,63000,1,53,2,38,1,260,3,0,9,2,1,5,1,6,13,4,4.444444444444445,1.4444444444444444,183943,76247,114295.5,135681.432829675,146941.30869904358,123780.60872554661
5,2,0,21000,1,54,2,7,1,239,4,1,3,0,1,1,1,4,8,2,70.0,2.6666666666666665,63221,84684,14524.6,76355.95259021237,80108.18334857037,15238.357723190695
5,1,0,24000,0,42,2,21,1,129,1,1,3,0,2,0,1,4,10,3,23.333333333333332,3.3333333333333335,121819,86033,50178.75,76266.16997081328,80191.6149685419,52761.46686194752
6,2,0,18000,1,70,2,6,1,38,4,0,5,0,1,3,1,3,6,2,14.0,1.2,66233,38904,2565.0,89149.15423508637,72974.94925641759,2099.6356774077226
5,2,0,12000,1,52,2,21,1,287,1,1,8,0,2,3,1,4,11,5,13.75,1.375,100977,127909,11184.6,130029.97577748875,119330.45356424058,10264.274702461853
10,2,0,12000,1,39,2,21,1,66,3,1,3,0,1,2,1,7,7,1,12.0,2.3333333333333335,67448,78250,14212.400000000001,71979.59353800389,79472.72906696021,15691.92265575814
9,2,2,90000,1,44,2,38,1,260,3,1,3,1,0,1,1,3,11,2,43.333333333333336,3.6666666666666665,56676,83370,49506.25,76831.43163005491,123770.53080720495,79751.40786491956
4,1,0,12000,1,59,2,6,1,287,0,1,2,0,0,0,1,4,3,2,28.0,1.5,58916,33953,7751.0,58627.22018210986,30045.250922346542,3972.2289266952453
6,2,0,36000,1,51,2,43,1,38,4,1,7,0,3,4,1,6,13,3,5.714285714285714,1.8571428571428572,124511,126502,65352.5,125752.44490321519,137259.2703646387,71332.50151445527
15,2,0,39000,0,58,2,42,0,359,2,0,7,1,2,2,1,3,9,5,5.714285714285714,1.2857142857142858,101985,47193,18031.2,110510.53430878349,86386.86886558923,14095.116991624283
0,2,0,24000,1,54,2,40,1,260,3,1,3,0,1,1,1,3,7,2,16.0,2.3333333333333335,106158,127813,21620.0,71268.26646676616,73180.21367881875,22200.009880608686
5,0,0,24000,0,43,2,6,1,129,1,1,3,0,1,1,1,3,6,2,6.666666666666667,2.0,74011,72016,582.4,70201.17022303783,53961.05477727974,447.6694363133905
5,0,0,21000,1,66,2,21,0,359,2,0,5,0,0,1,1,4,5,4,20.0,1.0,76286,54220,19114.0,86882.61042820668,31649.346377037564,6962.7927115585235
15,2,0,15000,1,46,2,17,1,38,4,1,6,1,1,4,1,7,12,2,4.166666666666667,2.0,106904,74140,5575.200000000001,112847.52687596195,128047.06933881497,6326.129076470076
9,2,2,210000,0,57,5,33,1,296,3,1,3,0,0,3,1,3,16,0,40.0,5.333333333333333,93834,299729,317830.0,95363.60344644869,202858.59627977703,676091.7721802233
10,0,0,42000,1,43,2,4,1,287,0,1,3,0,1,1,1,3,5,2,16.666666666666668,1.6666666666666667,93323,45091,23458.800000000003,76202.18907733385,52877.533444077475,16278.318202893879
4,1,0,45000,0,59,1,4,1,129,1,1,2,0,0,1,1,6,11,1,27.0,5.5,64698,31194,21922.4,66696.57196308009,86172.07950169516,28323.776471055717
9,2,2,48000,1,65,2,21,1,129,1,1,5,0,1,2,1,3,7,3,8.0,1.4,103133,48373,4.0,92431.10290791323,94784.77501116788,4.101856281238992
10,1,0,42000,0,55,5,21,0,359,2,0,10,2,4,2,1,3,7,8,5.8,0.7,93520,59469,69888.5,126773.40539998707,69204.27828427695,38151.40239871779
9,2,2,45000,1,47,2,21,1,317,3,1,3,0,1,2,1,3,7,1,10.0,2.3333333333333335,43795,72512,5395.400000000001,72827.72815036956,99114.72176019731,7342.856675150246
8,2,0,48000,0,57,2,31,1,2,3,1,7,0,1,4,1,3,28,3,14.285714285714286,4.0,209230,336330,352075.9,163379.1008824736,258738.37173682565,557571.5902568642
5,1,0,90000,0,53,2,7,0,359,2,1,4,0,0,3,1,3,12,1,20.0,3.0,150641,110426,91925.0,93006.57587329703,124538.08971172934,123089.83304951004
13,1,0,18000,0,68,2,41,1,228,1,0,7,0,3,2,1,3,5,5,20.571428571428573,0.7142857142857143,119287,47124,29419.0,110973.59336032685,51829.174356401876,13739.867604720554
7,1,0,138000,0,35,2,33,1,129,1,0,4,2,0,0,1,3,14,4,20.0,3.5,67014,91027,412241.5,90174.91241381914,129676.94565102967,592828.0622583291
6,2,0,42000,1,45,2,42,1,179,1,1,5,0,3,2,1,3,12,3,10.0,2.4,96775,56855,17076.4,105190.28748068794,121229.24848420676,19680.135765345945
9,2,2,24000,1,46,2,5,1,354,4,0,5,1,0,1,1,3,9,4,6.0,1.8,74468,83270,4940.400000000001,88130.21518136206,99573.42219611334,5581.882831051039
3,2,0,36000,0,53,2,21,0,359,2,0,7,0,2,4,1,3,15,3,7.714285714285714,2.142857142857143,98081,103438,164559.1,124131.93367272147,152882.68971295274,202673.37404952865
9,2,2,66000,1,65,2,21,0,359,2,0,7,1,2,1,1,3,15,6,21.428571428571427,2.142857142857143,137587,204202,109375.0,122500.45207166488,136416.99448404697,121800.43844216854
9,2,2,60000,1,63,5,42,0,359,2,1,8,2,0,2,1,3,11,6,5.625,1.375,120630,133260,68390.5,118123.78485852332,125862.03846908825,72870.74108088977
6,1,0,36000,1,40,2,21,0,359,2,1,3,1,1,1,1,3,7,2,30.0,2.3333333333333335,90559,128946,11674.0,67783.55707905242,63628.80396277821,10958.449061550147
9,1,2,600000,0,71,5,3,0,359,2,1,2,0,0,1,1,3,17,1,110.0,8.5,70687,106464,385990.0,89013.29696648689,220304.59410813687,955310.8712714595
13,2,0,15000,0,69,5,43,1,129,1,1,2,0,0,1,1,4,6,1,14.0,3.0,48471,73474,23013.4,63179.545325785744,68843.67607166781,25076.582092164914
12,2,0,18000,1,42,2,8,1,28,4,1,5,1,1,3,1,8,6,2,4.4,1.2,85917,41643,528.8000000000001,86607.75395005402,77453.24069253299,472.9053902244269
12,2,0,10800,1,28,2,21,1,37,4,1,3,0,1,2,0,0,5,1,8.333333333333334,1.6666666666666667,67187,38311,11327.2,51237.58373299637,71506.80242460147,15808.158648635375
8,2,0,33000,1,34,2,35,1,56,3,1,5,0,2,1,1,3,9,4,10.0,1.8,127725,84431,31220.75,93091.5969619567,93239.67791819041,31270.412898319628
11,2,0,21000,1,70,2,21,0,359,2,1,1,0,0,0,1,5,0,1,20.0,0.0,48400,35936,18025.8,45630.44283423895,8813.627211258794,3481.7256094104378
14,1,0,54000,0,75,5,33,1,129,1,0,4,0,2,0,1,3,10,4,7.5,2.5,120508,19796,16023.2,94423.3707780004,80507.68338566653,13661.773582073449
15,2,0,57000,0,56,5,21,0,359,2,0,5,1,0,3,1,3,12,2,14.0,2.4,71976,245103,218199.4,100817.7923852014,135010.6611404466,292202.8399698718
9,2,2,90000,1,63,2,4,0,359,2,1,4,0,0,2,1,3,12,2,5.0,3.0,68997,307478,474141.7,93887.07136936611,142455.67772905974,719419.3644338888
9,2,0,180000,1,47,1,20,1,79,1,0,4,0,0,2,1,3,15,2,35.0,3.75,99381,206718,158980.0,102563.85164905457,159000.93683941214,246460.80009966897
1,2,0,12000,0,43,2,6,1,103,4,1,12,2,4,6,1,10,11,6,8.333333333333334,0.9166666666666666,80426,27389,24266.0,152057.29144178904,129172.03874045741,20613.866407556605
3,1,0,66000,1,38,2,23,1,350,3,0,8,0,4,1,1,7,21,7,28.125,2.625,177917,223516,183412.0,154706.3901511644,171641.45286915373,203489.3459984224
4,0,0,18600,1,42,2,21,1,68,0,1,5,2,1,0,1,4,15,5,32.0,3.0,86518,26082,15792.400000000001,104121.15819450727,104146.89220772388,15796.303162790053
15,1,0,24000,1,49,2,21,1,128,1,1,4,0,1,1,1,3,10,3,7.5,2.5,97476,93281,9933.2,94533.57989694539,89310.38853866963,9384.368521740273
3,2,0,18000,1,75,2,6,0,359,2,1,5,0,0,2,1,4,2,3,8.4,0.4,54619,35321,2550.0,78797.60492197555,36012.751749371186,1165.422693390592
11,0,0,15000,1,59,2,6,1,314,4,0,4,0,2,2,1,3,6,2,17.0,1.5,83205,63797,2442.8,88671.5308385159,52348.21679380615,1442.1339383075654
3,0,0,10200,0,58,5,21,1,129,1,0,4,0,0,1,1,4,6,3,15.0,1.5,69790,64444,24603.800000000003,78071.57426830484,53792.75649198836,16952.472581494934
5,2,0,12000,1,55,2,4,1,354,4,1,5,0,1,2,1,9,14,3,12.0,2.8,85501,89968,21067.0,110035.83034836745,125856.10357318069,24095.883364373007
9,1,2,162000,1,50,2,4,1,126,0,1,6,0,3,0,1,3,12,6,50.0,2.0,167914,203911,111445.75,116487.49267022453,126500.76814446462,121025.63681533822
9,0,2,0,1,39,2,21,1,230,4,1,4,1,1,1,1,3,9,3,2.5,2.25,68945,57374,2126.6,82802.22458265912,81026.72581302261,2081.0000695326758
9,2,2,0,1,39,2,21,1,314,4,1,4,0,2,1,1,7,5,3,20.0,1.25,79782,42081,2898.0,75687.46799287747,68837.23165379073,2635.7110711043797
4,1,0,39000,0,50,2,4,1,129,1,1,3,0,1,0,1,3,10,3,24.0,3.3333333333333335,69891,77333,11518.800000000001,76162.84961865605,81505.03667216832,12326.747503804061
6,0,0,60000,1,62,2,15,1,129,1,0,3,0,1,0,1,4,6,3,18.0,2.0,86833,81398,23241.600000000002,74343.6879958225,40144.44781101175,12550.106450151341
6,1,0,60000,1,69,2,43,1,287,1,0,7,0,2,2,1,3,21,5,16.428571428571427,3.0,143808,448393,216529.3,151633.50163397644,176946.06288044047,252675.07984972073
8,2,0,21000,1,38,2,38,1,260,3,1,2,0,0,2,1,3,12,0,20.0,6.0,88213,147987,131338.0,68630.55261951171,119786.06869045812,229234.09602845946
9,2,2,18000,1,70,2,21,1,180,4,1,4,0,0,3,1,3,7,1,7.5,1.75,103877,67794,27766.800000000003,83918.04633242702,97568.12955674018,32283.339021552518
10,2,0,36000,1,51,2,38,1,259,3,1,7,0,2,1,1,3,14,6,7.142857142857143,2.0,169310,100393,117866.5,129613.50505119846,128980.85104992951,117291.18408048134
6,0,0,0,1,28,2,21,1,131,1,1,4,1,1,0,1,3,6,4,12.5,1.5,95657,63491,13360.0,75575.73076575535,45417.19521532255,8028.684895649712
12,2,0,15000,1,47,2,36,1,287,1,0,7,1,1,2,1,0,13,5,5.571428571428571,1.8571428571428572,140982,76172,30654.0,122492.06940374737,127187.52286977951,31829.051015534114
15,2,2,30000,1,47,2,17,1,68,1,1,5,0,1,2,1,6,8,3,10.0,1.6,120626,21848,1466.4,93793.31251822873,102007.17094202746,1594.8185585226831
1,2,0,18000,1,59,2,18,1,362,1,0,11,0,2,8,1,0,4,3,2.727272727272727,0.36363636363636365,145322,96669,72668.75,138472.36651543473,110277.84281012704,57872.57913885058
5,1,0,48000,0,72,5,33,0,359,2,0,5,1,1,1,1,3,10,4,92.0,2.0,286209,112723,80860.0,96161.48975896521,85849.44778023977,72188.83947108359
5,1,0,48000,1,74,2,4,0,359,2,1,3,0,0,0,1,3,6,3,13.333333333333334,2.0,61714,15507,12400.0,71736.68155335626,43574.43733534917,7532.0325844240315
15,1,0,60000,1,71,2,18,1,38,4,0,7,0,2,1,1,3,6,6,4.285714285714286,0.8571428571428571,118500,45599,24546.4,111919.68302875067,52005.68199472024,11405.967547167478
11,1,0,36000,0,30,1,21,0,359,2,1,6,2,0,1,1,4,13,5,18.0,2.1666666666666665,117237,51016,82861.5,104350.22729180993,108200.85836092551,85919.17485720238
9,0,2,72000,0,63,5,4,1,179,1,1,3,0,0,0,1,3,10,3,13.333333333333334,3.3333333333333335,111454,39649,18223.600000000002,79297.47862573885,95080.74874883321,21850.80235750173
6,2,0,0,0,41,2,21,1,39,4,0,5,0,1,3,1,3,8,2,11.2,1.6,81466,98940,19204.4,86537.94396159204,93807.91129296202,20817.74270525917
12,1,0,0,1,41,1,36,1,204,4,0,4,0,1,1,1,3,4,3,15.0,1.0,62571,41770,32273.5,76774.09295955177,39513.28911518106,16610.188243196164
9,2,0,132000,0,78,5,21,0,359,2,1,3,0,1,0,1,3,4,3,13.333333333333334,1.3333333333333333,73048,125972,106850.0,69568.05436113192,57399.624588266764,88160.4343197347
13,2,0,36000,1,49,2,4,1,172,4,0,3,0,0,2,1,3,8,1,42.666666666666664,2.6666666666666665,86493,118796,110115.0,76782.61972061692,92322.66778417332,132401.194437555
3,2,0,33000,1,54,2,29,1,287,0,0,8,0,2,3,1,4,7,5,15.0,0.875,109874,100178,20561.4,117946.10869380985,89615.03246872609,15622.47834208684
9,2,2,48000,1,53,2,8,0,359,2,1,4,0,1,2,1,3,14,2,25.0,3.5,103816,176359,109879.5,94931.40260703646,144216.8311257377,166925.51527207636
5,1,0,48000,1,73,2,18,0,359,2,1,3,0,0,0,1,4,7,3,20.0,2.3333333333333335,55459,82714,99590.0,74394.24817752212,51377.06874196709,68777.39074401281
10,1,0,96000,0,48,1,4,1,49,4,1,3,0,1,1,1,3,16,2,42.666666666666664,5.333333333333333,115093,53009,32884.0,91227.27940129169,133089.36719716145,47973.70676439892
16,2,0,18000,1,48,2,21,1,281,4,1,4,0,0,3,1,3,12,1,7.5,3.0,73437,97122,22195.600000000002,99355.99276948217,128775.2607896628,28767.707902778544
9,1,2,60000,0,52,2,10,0,359,2,1,4,0,3,0,1,3,4,4,10.0,1.0,90677,73823,1300.6000000000001,71881.40324036512,46449.257589384484,840.4385793463344
16,1,0,54000,1,41,2,7,1,133,4,1,4,0,2,3,1,4,13,1,30.0,3.25,76093,74592,75008.0,103751.22788547592,130784.84533103216,94552.22727020222
3,1,0,12600,1,75,2,6,0,359,2,0,6,0,3,0,1,4,7,6,9.0,1.1666666666666667,65854,37345,6304.0,98902.16093723798,38302.0039284781,2441.3605372925135
9,2,2,30000,1,50,2,21,1,37,4,1,4,0,1,2,1,3,10,2,13.75,2.5,89644,121901,27049.2,85309.94367303119,114894.44777960867,36429.55044949411
14,1,0,61200,1,62,2,6,1,128,1,1,2,0,0,0,1,3,3,2,50.0,1.5,42549,36311,6376.200000000001,63568.63043708329,35019.145967880446,3512.5670788424254
6,2,0,0,1,49,2,21,1,128,1,0,10,1,0,3,1,3,13,7,7.5,1.3,163981,192157,64041.5,142596.98491118583,130435.57775480144,58579.71020906806
5,2,0,9000,1,61,2,21,1,38,4,1,8,0,2,4,1,3,3,4,6.25,0.375,82560,76621,23860.0,107591.84656667984,62894.55027059402,13947.748062176253
11,2,0,24000,0,53,5,21,1,151,5,1,3,0,0,3,1,3,8,0,27.666666666666668,2.6666666666666665,65685,65981,21582.2,75480.90529256551,105785.18252487606,30247.079806993934
16,2,2,39000,1,61,2,40,1,1,3,0,6,0,2,2,1,3,11,4,10.0,1.8333333333333333,129595,72374,26560.0,110048.51741160399,116383.78464642432,28089.004676432698
5,2,0,9000,1,42,2,21,1,180,4,1,10,0,5,5,1,3,8,5,4.0,0.8,187928,89288,21465.2,138278.4076204278,110160.32322010263,17100.38038964822
13,1,0,27000,0,84,2,20,0,359,2,0,3,0,0,0,1,3,12,3,11.666666666666666,4.0,108589,39907,53500.75,84433.08175421382,76116.57664253452,48231.02335246506
2,1,0,72000,0,62,2,41,0,359,2,1,6,3,0,0,1,3,7,6,25.0,1.1666666666666667,101606,32706,55987.0,87605.6291405817,51570.47036312922,32957.65297898007
12,2,0,90000,1,35,2,5,1,275,4,1,5,0,3,2,1,3,10,3,16.0,2.0,79542,63853,28780.0,103025.09086495533,116980.37145588925,32678.399623190206
16,2,0,15000,1,58,2,18,1,30,4,1,5,0,0,3,1,3,11,2,6.0,2.2,101704,81119,22409.600000000002,104964.90055656529,116735.37889139801,24922.551566606035
